,customer_id,company_name,industry,region,signup_date,plan_type,monthly_usage,support_tickets,last_active_date,churn_flag,lifetime_value,nps_score
1182,1183,Pham-Mclaughlin,Retail,Europe,7/23/2025,Free,9,1,9/7/2025,0,84.52,-8
1183,1184,Kim and Sons,Retail,North America,10/5/2022,Pro,30,1,10/25/2022,0,1037.52,54
1184,1185,Conley-Hester,Healthcare,Latin America,2/7/2024,Pro,25,0,5/4/2024,0,1023.14,86
1185,1186,Matthews-Watson,Technology,North America,1/3/2024,Free,3,0,1/13/2024,1,11.38,61
1186,1187,"Miller, Jones and Monroe",Manufacturing,North America,9/1/2024,Free,10,0,9/14/2024,0,79.34,10
1187,1188,"Garcia, Taylor and Scott",Logistics,North America,7/13/2025,Pro,39,0,8/17/2025,0,1001.9,19
1188,1189,"Harris, Nelson and Schwartz",Technology,North America,11/7/2022,Enterprise,53,2,6/23/2023,0,5171.07,45
1189,1190,"Johnson, Stone and Stevens",Logistics,North America,11/3/2024,Basic,11,0,12/3/2024,0,252.76,14
1190,1191,Price Ltd,Manufacturing,North America,4/29/2023,Basic,19,1,7/28/2023,0,254.97,3
1191,1192,Miles-Calderon,Retail,North America,2/7/2023,Basic,14,0,3/11/2023,0,260.42,-5
1192,1193,"Gonzalez, Gonzales and Tran",Logistics,North America,11/29/2025,Pro,27,2,6/3/2026,0,898.17,43
1193,1194,Jones and Sons,Finance,Europe,4/21/2025,Free,5,0,5/7/2025,1,37.21,78
1194,1195,Stephens-Garcia,Healthcare,North America,1/13/2026,Basic,15,1,5/10/2026,0,336.85,3
1195,1196,Jenkins Ltd,Manufacturing,North America,10/10/2025,Enterprise,51,1,10/17/2025,0,5432.63,65
1196,1197,Barker-Smith,Retail,North America,11/22/2022,Free,7,0,12/8/2022,1,25.8,13
1197,1198,"Hayden, Blake and Graham",Healthcare,North America,10/26/2025,Free,7,0,3/15/2026,1,45.32,-35
1198,1199,"Martin, Taylor and Grant",Retail,Europe,11/14/2024,Free,5,0,2/11/2025,1,40.21,2
1199,1200,Williams-Humphrey,Manufacturing,North America,1/30/2026,Free,3,0,2/21/2026,1,20.72,18
1200,1201,Douglas-Davis,Healthcare,North America,12/9/2025,Free,6,0,2/7/2026,1,29.08,38
1201,1202,Foley-Davis,Finance,North America,7/29/2022,Basic,16,0,9/29/2022,0,262.26,25
1202,1203,"Kent, Velez and Martin",Finance,North America,5/14/2025,Pro,28,2,6/24/2025,0,925.56,16
1203,1204,"Harris, Hale and Thompson",Manufacturing,Europe,5/30/2022,Free,7,0,8/17/2022,1,41.78,7
1204,1205,"Elliott, Murillo and Sanchez",Logistics,Europe,12/13/2024,Free,7,0,12/19/2024,1,14.88,23
1205,1206,"Cooley, Hodges and Bartlett",Finance,Asia-Pacific,9/4/2022,Free,4,0,9/13/2022,1,11.49,-4
1206,1207,Holloway Group,Logistics,Latin America,10/27/2022,Basic,16,3,4/7/2023,0,309.97,73
1207,1208,Powers-Shields,Healthcare,North America,12/27/2025,Basic,16,1,1/27/2026,0,321.33,0
1208,1209,"Cobb, Rogers and Vaughn",Retail,Europe,12/26/2024,Basic,15,1,7/5/2025,0,249.39,15
1209,1210,Schneider and Sons,Manufacturing,Asia-Pacific,9/30/2024,Pro,19,1,11/18/2024,0,968.9,65
1210,1211,Perry-Collins,Retail,Europe,9/17/2023,Free,4,0,10/9/2023,1,33.72,24
1211,1212,"Hernandez, Conley and Neal",Healthcare,Europe,4/3/2025,Basic,12,0,4/12/2025,0,267.71,67
1212,1213,"Arias, Macdonald and West",Manufacturing,North America,4/7/2023,Pro,33,3,10/15/2023,0,1036.64,62
1213,1214,Schmidt Inc,Healthcare,Asia-Pacific,5/28/2022,Free,9,1,6/17/2022,0,77.57,-1
1214,1215,Butler LLC,Logistics,Latin America,5/12/2024,Basic,11,0,1/13/2025,0,289.58,-15
1215,1216,Morris PLC,Retail,North America,1/20/2026,Free,4,1,7/17/2026,1,33.19,52
1216,1217,Brown LLC,Manufacturing,Europe,10/11/2025,Enterprise,57,2,12/1/2025,0,5565.11,71
1217,1218,Davis and Sons,Retail,North America,9/11/2024,Free,6,1,10/15/2024,1,25.4,-32
1218,1219,"Martin, Davenport and Casey",Healthcare,North America,5/3/2024,Free,4,0,8/27/2024,1,8.17,45
1219,1220,"Franklin, Wright and Steele",Finance,Asia-Pacific,10/29/2024,Free,4,0,12/13/2024,1,12.52,24
1220,1221,"Peters, Wolf and Schmidt",Manufacturing,North America,2/17/2024,Free,5,1,2/23/2024,1,33.57,4
1221,1222,"Freeman, Norris and Farrell",Retail,Latin America,5/9/2023,Free,4,0,6/12/2023,1,19.8,4
1222,1223,Pace and Sons,Technology,North America,8/27/2024,Enterprise,41,1,8/27/2024,0,5183.18,59
1223,1224,Woods-Hatfield,Logistics,North America,7/5/2024,Free,3,0,9/29/2024,1,10.46,-11
1224,1225,Rodriguez-Miller,Finance,North America,2/6/2025,Enterprise,53,3,2/21/2025,0,5428.06,65
1225,1226,Gonzales Group,Manufacturing,Europe,7/24/2022,Free,2,0,9/7/2022,1,11.76,22
1226,1227,"Pierce, Brown and Sheppard",Logistics,North America,7/29/2025,Pro,30,2,8/4/2025,0,877.95,32
1227,1228,Osborn-Collins,Manufacturing,Europe,9/2/2025,Free,3,0,10/27/2025,1,23.91,5
1228,1229,Ramos and Sons,Healthcare,North America,11/20/2022,Free,9,0,1/13/2023,0,74.62,-7
1229,1230,Palmer LLC,Technology,North America,2/27/2024,Basic,20,0,5/14/2024,0,344.02,18
1230,1231,Lawrence Inc,Retail,Europe,5/5/2023,Basic,20,0,8/14/2023,0,392.47,35
1231,1232,"Brown, White and Carr",Healthcare,Asia-Pacific,8/23/2022,Free,2,0,9/13/2022,1,16.61,24
1232,1233,Rivers-Valentine,Logistics,Asia-Pacific,1/20/2025,Free,4,0,4/10/2025,1,22.23,-4
1233,1234,Wang PLC,Technology,North America,5/30/2023,Pro,25,1,6/28/2023,0,939.63,59
1234,1235,James Ltd,Healthcare,North America,4/10/2024,Pro,28,2,4/10/2024,0,864.36,61
1235,1236,Chambers LLC,Finance,North America,3/13/2024,Free,8,0,4/13/2024,0,66.01,42
1236,1237,Zhang and Sons,Manufacturing,Europe,6/13/2024,Enterprise,48,3,6/14/2024,0,5378.49,39
1237,1238,Nguyen-Pierce,Technology,Asia-Pacific,4/5/2026,Free,1,0,4/20/2026,1,9.89,30
1238,1239,Villarreal Ltd,Manufacturing,North America,3/21/2023,Free,1,0,7/5/2023,1,9.29,-26
1239,1240,Lucas Inc,Healthcare,North America,11/8/2025,Pro,19,0,1/28/2026,0,959.88,38
1240,1241,"Cantu, Potter and Schroeder",Technology,North America,8/14/2022,Free,6,0,9/6/2022,1,47.47,-11
1241,1242,Chandler Ltd,Finance,Asia-Pacific,3/28/2024,Free,4,0,3/29/2024,1,17.1,22
1242,1243,"Harrell, Howard and Perez",Logistics,Europe,4/5/2023,Free,2,0,2/4/2024,1,16.7,85
1243,1244,Nguyen-Todd,Logistics,Asia-Pacific,8/10/2022,Basic,14,0,12/10/2022,0,333.92,9
1244,1245,"Smith, Lara and Nguyen",Retail,North America,7/29/2022,Free,8,0,8/10/2022,0,51.72,45
1245,1246,Weaver Ltd,Logistics,Asia-Pacific,11/9/2022,Basic,17,0,12/10/2022,0,274.06,35
1246,1247,Mcdonald-Cox,Finance,North America,7/15/2022,Free,5,0,8/3/2022,1,32.07,15
1247,1248,Robertson and Sons,Technology,Europe,12/30/2022,Free,6,0,9/22/2023,1,12.28,34
1248,1249,Allen-Horton,Manufacturing,North America,1/5/2024,Enterprise,50,2,2/15/2024,0,5210.79,56
1249,1250,Trevino and Sons,Manufacturing,North America,12/10/2025,Free,7,0,1/30/2026,1,17.14,-40
1250,1251,"Mccoy, Fisher and White",Technology,Asia-Pacific,11/4/2022,Free,4,1,11/18/2022,1,13.27,-76
1251,1252,"Smith, Cole and Robles",Retail,Asia-Pacific,11/29/2024,Pro,36,1,1/30/2025,0,983.57,64
1252,1253,Lyons and Sons,Logistics,Europe,5/10/2024,Pro,15,2,5/14/2024,0,926.09,35
1253,1254,Lopez Group,Logistics,Asia-Pacific,12/11/2023,Basic,15,0,12/24/2023,0,316.22,21
1254,1255,Martinez PLC,Technology,North America,1/4/2024,Free,11,0,4/12/2024,0,89.65,-30
1255,1256,"Moore, Wheeler and Kelly",Finance,Asia-Pacific,2/4/2025,Pro,29,2,2/20/2025,0,945.16,66
1256,1257,Williams Group,Retail,North America,3/8/2024,Pro,33,1,6/28/2024,0,1042.38,16
1257,1258,Garner-Steele,Manufacturing,North America,10/27/2022,Free,4,0,12/11/2022,1,16.23,7
1258,1259,Davis-Johnson,Technology,North America,12/12/2023,Free,5,0,1/4/2024,1,22.25,-30
1259,1260,Hill Ltd,Manufacturing,North America,2/3/2026,Pro,30,4,2/20/2026,0,913.05,26
1260,1261,Gilbert-Morales,Logistics,Asia-Pacific,2/9/2023,Pro,30,3,4/25/2023,0,895,51
1261,1262,Morales PLC,Logistics,Asia-Pacific,7/31/2022,Basic,15,0,8/16/2022,0,294.73,-17
1262,1263,"Smith, Young and Austin",Logistics,North America,2/25/2023,Free,4,0,3/7/2023,1,18.71,-41
1263,1264,Chavez-Freeman,Healthcare,Asia-Pacific,6/2/2023,Free,4,0,7/28/2023,1,29.99,3
1264,1265,"Suarez, Bridges and Hall",Retail,Asia-Pacific,1/25/2023,Free,3,0,2/12/2023,1,15.11,13
1265,1266,Arellano PLC,Healthcare,North America,2/27/2024,Basic,16,0,3/13/2024,0,320.42,-12
1266,1267,"Ibarra, Rogers and Ortiz",Healthcare,Asia-Pacific,8/4/2023,Basic,11,1,9/8/2023,0,306.56,5
1267,1268,Reynolds-Jones,Technology,North America,12/7/2024,Pro,40,1,3/24/2025,0,1010.85,37
1268,1269,Thompson Inc,Finance,North America,11/25/2023,Pro,34,1,2/20/2024,0,1049.32,58
1269,1270,"Barr, Thomas and Hoffman",Logistics,Asia-Pacific,4/7/2025,Enterprise,48,0,4/10/2025,0,5174.85,86
1270,1271,"Duke, Tate and Sanchez",Technology,Latin America,12/23/2022,Basic,10,1,1/9/2023,0,298.71,99
1271,1272,Daniels Group,Healthcare,North America,9/25/2024,Basic,6,0,10/14/2024,1,254.92,12
1272,1273,Copeland-Sanders,Retail,North America,6/18/2022,Pro,28,1,6/22/2022,0,977.35,-12
1273,1274,Murphy PLC,Healthcare,Asia-Pacific,11/18/2022,Free,1,1,12/17/2022,1,2.33,-29
1274,1275,Williams-Byrd,Logistics,Asia-Pacific,11/9/2022,Free,5,0,11/10/2022,1,17.45,12
1275,1276,Reyes PLC,Manufacturing,Latin America,12/23/2024,Free,6,0,7/2/2025,1,51.92,2
1276,1277,Lewis Group,Healthcare,Asia-Pacific,11/24/2025,Basic,12,1,1/10/2026,0,302.78,35
1277,1278,Tanner-Howard,Technology,Asia-Pacific,10/26/2024,Basic,16,0,2/26/2025,0,322.59,0
1278,1279,"Silva, Silva and Cordova",Finance,Asia-Pacific,9/22/2023,Free,6,0,10/15/2023,1,40.67,-2
1279,1280,Avila-Gallegos,Technology,Latin America,2/4/2023,Basic,17,1,5/10/2023,0,321.1,49
1280,1281,Harris-Adams,Finance,North America,10/1/2023,Free,0,0,11/14/2023,1,0,-40
1281,1282,Johnson Ltd,Finance,Europe,10/14/2023,Basic,15,1,11/29/2023,0,278.56,36
1282,1283,Henry-Jackson,Healthcare,Europe,10/23/2024,Free,3,0,12/11/2024,1,19.42,33
1283,1284,"Martinez, Smith and Short",Healthcare,Asia-Pacific,4/1/2023,Free,1,0,4/2/2023,1,5.72,-18
1284,1285,Cox-Williams,Logistics,Asia-Pacific,7/6/2023,Pro,34,6,12/30/2023,0,936.75,39
1285,1286,"Crosby, Brennan and Cruz",Technology,Europe,10/15/2025,Free,8,1,1/23/2026,0,23.18,-14
1286,1287,Proctor-Brown,Technology,North America,3/7/2026,Free,4,0,4/22/2026,1,26.72,-9
1287,1288,Holden PLC,Retail,North America,5/7/2023,Free,1,2,5/20/2023,1,2.99,20
1288,1289,Moore Inc,Technology,North America,10/31/2023,Free,7,0,4/17/2024,1,23.81,-8
1289,1290,Nelson PLC,Healthcare,Europe,1/18/2025,Free,3,0,2/12/2025,1,6.69,-21
1290,1291,Daniel-Blankenship,Technology,Europe,3/7/2024,Basic,17,1,3/15/2024,0,313.58,66
1291,1292,"Brewer, Waters and Carson",Finance,Europe,3/4/2023,Enterprise,43,3,5/5/2023,0,5311.17,68
1292,1293,Andrade-Jackson,Manufacturing,North America,9/24/2022,Pro,43,4,1/8/2023,0,935.36,48
1293,1294,"Mills, Sims and Cox",Logistics,North America,3/1/2023,Free,4,0,5/22/2023,1,12.92,-7
1294,1295,Oneill-Davis,Healthcare,North America,8/7/2024,Basic,17,0,9/18/2024,0,350.6,29
1295,1296,Wood-Hodges,Finance,North America,2/4/2025,Enterprise,42,5,3/11/2025,0,5353.2,46
1296,1297,Moyer-Brown,Manufacturing,Latin America,3/12/2023,Enterprise,55,5,3/27/2023,0,5291.1,52
1297,1298,Hall PLC,Finance,North America,4/19/2023,Basic,11,0,7/4/2023,0,260.81,-8
1298,1299,Long PLC,Healthcare,Europe,4/7/2023,Pro,23,1,5/6/2023,0,860.95,-2
1299,1300,"Hodge, Foster and Parker",Logistics,Europe,8/17/2023,Free,8,1,12/31/2023,0,33.48,38
1300,1301,Walton-Wallace,Finance,Asia-Pacific,2/28/2025,Pro,22,1,6/7/2025,0,851.26,56
1301,1302,"Hall, Lee and Orr",Technology,Europe,3/24/2026,Pro,43,2,4/7/2026,0,1191.26,38
1302,1303,"Webster, Perez and Greene",Manufacturing,Europe,10/9/2024,Basic,20,2,2/3/2025,0,369.5,-7
1303,1304,Fox Group,Finance,Asia-Pacific,11/19/2022,Basic,11,1,2/26/2023,0,244.86,11
1304,1305,Arellano-Zuniga,Manufacturing,North America,9/6/2022,Free,3,0,9/29/2022,1,27.68,53
1305,1306,Miller Ltd,Retail,North America,10/29/2023,Pro,26,0,11/6/2023,0,877.89,43
1306,1307,Elliott PLC,Healthcare,North America,9/22/2024,Free,4,0,3/5/2025,1,26.47,10
1307,1308,"Johnson, Gonzalez and West",Logistics,Europe,9/5/2023,Pro,30,3,10/2/2023,0,1050.42,51
1308,1309,Richardson-Wilson,Manufacturing,North America,5/13/2026,Basic,17,0,5/18/2026,0,320.75,14
1309,1310,Jennings-Gonzalez,Manufacturing,North America,11/17/2023,Pro,29,1,1/20/2024,0,963.28,16
1310,1311,"Alexander, Boone and Gray",Retail,North America,11/11/2023,Pro,33,1,2/14/2024,0,923.58,29
1311,1312,Gallegos and Sons,Logistics,North America,3/25/2024,Basic,15,0,4/26/2024,0,306.1,48
1312,1313,Williams LLC,Finance,Latin America,10/16/2023,Free,7,0,1/23/2024,1,61.75,-5
1313,1314,Monroe-Edwards,Retail,North America,3/18/2025,Pro,24,1,6/17/2025,0,987.52,62
1314,1315,"Richards, Davis and Morrison",Manufacturing,Europe,7/1/2025,Pro,27,2,11/21/2025,0,972.15,21
1315,1316,"Carlson, Hatfield and Becker",Manufacturing,Europe,5/21/2025,Basic,21,2,10/13/2025,0,263.26,-3
1316,1317,"Potter, Browning and Lynch",Healthcare,Europe,9/23/2024,Free,1,0,10/24/2024,1,3.85,19
1317,1318,"Morris, Smith and Thomas",Healthcare,North America,11/17/2022,Pro,30,0,12/9/2022,0,874.27,50
1318,1319,"Shaw, Evans and Gonzalez",Finance,North America,8/24/2025,Free,5,0,10/9/2025,1,42.09,5
1319,1320,Smith and Sons,Technology,North America,1/2/2023,Pro,26,1,2/13/2023,0,947.2,45
1320,1321,"Ewing, Carroll and Hayes",Healthcare,Latin America,6/30/2022,Basic,18,0,3/9/2023,0,331.42,26
1321,1322,Perez Group,Retail,Asia-Pacific,7/4/2025,Free,2,0,8/10/2025,1,19.1,-31
1322,1323,Ramirez-Jones,Manufacturing,Asia-Pacific,11/9/2022,Basic,8,0,1/13/2023,0,244.39,46
1323,1324,Russo Group,Retail,Latin America,6/24/2024,Basic,16,0,7/21/2024,0,306.56,7
1324,1325,White Group,Manufacturing,Europe,9/13/2025,Free,8,0,10/4/2025,0,53.29,-10
1325,1326,Diaz LLC,Healthcare,Asia-Pacific,1/24/2024,Free,5,0,6/20/2024,1,45.12,9
1326,1327,Sanders-Phillips,Logistics,North America,6/5/2023,Pro,24,0,11/17/2023,0,943.87,81
1327,1328,Gutierrez Ltd,Manufacturing,Europe,2/7/2024,Basic,13,0,3/3/2024,0,264.32,54
1328,1329,"Taylor, Olson and Travis",Technology,Europe,4/5/2024,Free,6,0,8/7/2024,1,16.69,31
1329,1330,"Jackson, King and Rodriguez",Technology,Asia-Pacific,10/8/2023,Free,7,1,10/18/2023,1,61.1,25
1330,1331,Smith-Greer,Logistics,Europe,8/3/2025,Free,6,0,9/9/2025,1,31.52,-44
1331,1332,Horn Group,Retail,Europe,1/30/2024,Free,3,0,3/9/2024,1,10.99,24
1332,1333,Lopez-Williamson,Logistics,North America,3/26/2025,Basic,14,0,5/26/2025,0,229.38,33
1333,1334,Blackburn-Cole,Retail,Europe,12/13/2025,Basic,17,0,1/27/2026,0,352.92,47
1334,1335,Long-Taylor,Healthcare,North America,6/2/2023,Free,6,1,6/8/2023,1,23.42,29
1335,1336,Cervantes-Rodriguez,Manufacturing,North America,6/27/2022,Free,1,0,7/5/2022,1,6.89,15
1336,1337,Richardson Ltd,Logistics,North America,7/13/2023,Free,2,0,12/11/2023,1,18.34,35
1337,1338,Pope-White,Manufacturing,North America,2/13/2025,Enterprise,42,4,3/19/2025,0,5231.25,67
1338,1339,Bailey Ltd,Healthcare,North America,10/17/2025,Pro,32,1,11/13/2025,0,1113.34,42
1339,1340,Boone-Reese,Technology,Latin America,12/25/2024,Basic,18,1,3/10/2025,0,257.87,-62
1340,1341,Davis and Sons,Logistics,North America,8/8/2023,Free,2,0,8/29/2023,1,19.43,-17
1341,1342,"Rivera, Long and Marshall",Finance,Europe,6/20/2024,Basic,14,0,7/13/2024,0,231.92,5
1342,1343,Burgess LLC,Finance,North America,10/17/2025,Basic,10,0,12/29/2025,0,242.59,-2
1343,1344,"Russell, Smith and Elliott",Finance,North America,8/6/2024,Free,5,0,9/1/2024,1,27.47,13
1344,1345,Reyes and Sons,Healthcare,North America,4/29/2023,Free,3,0,6/18/2023,1,11.38,10
1345,1346,"Butler, Salazar and Blankenship",Logistics,Latin America,5/9/2023,Free,6,0,6/29/2023,1,25.17,36
1346,1347,Griffin LLC,Logistics,Asia-Pacific,3/2/2026,Free,2,0,3/2/2026,1,17.85,22
1347,1348,Perez-Jordan,Technology,North America,6/2/2023,Pro,26,1,6/6/2023,0,1018.37,8
1348,1349,"Schultz, Cruz and Smith",Healthcare,Europe,5/31/2025,Basic,21,1,6/9/2025,0,329.6,14
1349,1350,"Nguyen, Nguyen and Schmidt",Finance,Europe,3/23/2026,Basic,17,1,6/4/2026,0,362.15,-10
1350,1351,Stone-Daniels,Retail,Asia-Pacific,11/15/2023,Free,7,0,1/11/2024,1,51.95,9
1351,1352,Hood LLC,Healthcare,North America,8/21/2022,Free,5,0,9/11/2022,1,32.28,-12
1352,1353,Hudson-Whitney,Technology,North America,5/22/2023,Pro,25,2,5/30/2023,0,1028.66,58
1353,1354,"Daniels, Delgado and Walker",Finance,Asia-Pacific,2/13/2024,Free,9,1,5/13/2024,0,68.77,22
1354,1355,"Hansen, Payne and Hughes",Manufacturing,Europe,11/19/2025,Pro,31,2,12/5/2025,0,1021.74,28
1355,1356,Ingram LLC,Finance,Europe,11/20/2025,Pro,31,1,2/2/2026,0,868.63,63
1356,1357,Ramos-Madden,Manufacturing,North America,10/22/2024,Free,2,0,3/6/2025,1,19,0
1357,1358,Bush LLC,Finance,Asia-Pacific,1/28/2025,Basic,23,0,2/13/2025,0,346.15,21
1358,1359,"Robertson, Taylor and Conrad",Manufacturing,North America,10/2/2023,Free,3,0,10/14/2023,1,23.31,-4
1359,1360,Richardson Group,Technology,North America,9/2/2022,Free,10,0,9/20/2022,0,74.31,-25
1360,1361,"Holmes, Davis and Turner",Healthcare,Asia-Pacific,3/6/2026,Free,3,0,3/6/2026,1,6.57,47
1361,1362,Neal-Anderson,Retail,North America,11/14/2024,Enterprise,51,0,2/15/2025,0,5467.09,38
1362,1363,"Hardin, Shaffer and Collins",Logistics,Europe,1/9/2025,Basic,18,1,5/6/2025,0,304.55,4
1363,1364,Holloway Inc,Healthcare,North America,7/9/2024,Pro,25,0,7/20/2024,0,1017.94,10
1364,1365,Barnes and Sons,Manufacturing,North America,7/23/2025,Pro,42,4,10/22/2025,0,998.36,32
1365,1366,Terrell and Sons,Healthcare,North America,5/10/2023,Basic,23,2,7/24/2023,0,409.05,46
1366,1367,Jackson-Reed,Healthcare,North America,6/18/2023,Free,3,0,10/11/2023,1,22.08,-14
1367,1368,Allen-Jennings,Retail,Europe,4/18/2024,Free,6,0,4/21/2024,1,22.8,-13
1368,1369,"Galloway, Rodriguez and Gray",Logistics,North America,11/8/2025,Basic,21,0,5/9/2026,0,404.46,25
1369,1370,Brown PLC,Manufacturing,Europe,10/23/2023,Pro,22,3,12/29/2023,0,904.03,63
1370,1371,"Burton, Edwards and Andrews",Finance,North America,9/22/2022,Pro,26,2,10/31/2022,0,981.26,26
1371,1372,James-Diaz,Manufacturing,North America,5/10/2023,Basic,17,0,5/24/2023,0,297.17,34
1372,1373,Davis-Hawkins,Logistics,North America,12/1/2022,Enterprise,48,0,1/21/2023,0,5271.24,69
1373,1374,Allen-Fields,Manufacturing,Europe,1/15/2023,Free,10,2,2/19/2023,0,54.72,-2
1374,1375,Dorsey PLC,Logistics,Latin America,11/14/2022,Basic,16,0,1/4/2023,0,253.86,30
1375,1376,Richardson and Sons,Logistics,Latin America,8/31/2025,Enterprise,55,4,11/16/2025,0,5147.27,65
1376,1377,Bean-Rivera,Finance,North America,8/13/2023,Basic,14,4,11/18/2023,0,312.41,4
1377,1378,"Patel, Landry and Booker",Manufacturing,Asia-Pacific,3/1/2026,Free,5,0,4/13/2026,1,47.87,-68
1378,1379,"Owen, Flynn and Owen",Finance,Asia-Pacific,8/30/2023,Enterprise,40,1,9/8/2023,0,5085.95,50
1379,1380,"Hamilton, Mcguire and Wade",Technology,Asia-Pacific,6/19/2023,Pro,34,0,11/9/2023,0,1004.64,55
1380,1381,"Anderson, Cook and Hardy",Finance,Europe,3/31/2026,Basic,17,0,5/8/2026,0,266.99,-34
1381,1382,Lee Ltd,Manufacturing,Asia-Pacific,4/16/2024,Basic,20,2,5/7/2024,0,261.56,-14
1382,1383,"Clark, Phillips and Flores",Manufacturing,North America,12/7/2025,Basic,18,0,12/24/2025,0,298.83,0
1383,1384,Hodges PLC,Healthcare,Europe,12/10/2024,Basic,15,0,1/12/2025,0,243.7,20
1384,1385,"Craig, Moses and Sanchez",Healthcare,North America,7/11/2025,Pro,29,2,5/12/2026,0,882.83,19
1385,1386,"Bell, Navarro and Hughes",Healthcare,Europe,12/13/2023,Free,3,0,3/10/2024,1,18.63,33
1386,1387,"Perez, White and Garrett",Healthcare,North America,6/19/2023,Enterprise,50,2,10/5/2023,0,5344.98,52
1387,1388,"Phillips, Alvarado and Galvan",Retail,North America,11/22/2022,Basic,13,3,2/1/2023,0,302.41,-23
1388,1389,"Mays, Vaughan and Hampton",Technology,North America,1/16/2024,Enterprise,48,3,4/8/2024,0,5107.85,83
1389,1390,"Page, Hunt and Johnson",Technology,Asia-Pacific,3/31/2023,Free,3,0,4/20/2023,1,13.48,63
1390,1391,Cain Ltd,Healthcare,Asia-Pacific,7/2/2022,Basic,17,2,7/23/2022,0,246.91,21
1391,1392,"Smith, Green and Howard",Finance,Asia-Pacific,11/17/2022,Pro,29,1,12/16/2022,0,1085.3,29
1392,1393,"Smith, Walsh and Bowman",Logistics,Europe,10/22/2022,Pro,22,0,10/23/2022,0,922.65,19
1393,1394,"Sampson, Miller and Kelly",Manufacturing,North America,4/19/2023,Basic,16,4,6/29/2023,0,299.5,47
1394,1395,Cook Group,Manufacturing,Asia-Pacific,2/1/2024,Free,5,0,2/1/2024,1,13.2,-11
1395,1396,Miller-Larson,Finance,North America,10/15/2024,Basic,10,1,11/14/2024,0,280.61,10
1396,1397,Daniels and Sons,Manufacturing,Asia-Pacific,1/24/2023,Basic,13,0,2/27/2023,0,324.32,12
1397,1398,Martin PLC,Manufacturing,Europe,6/5/2024,Free,1,0,6/15/2024,1,3.57,21
1398,1399,"Wiley, Ward and Warren",Finance,Latin America,12/24/2022,Free,6,1,1/25/2023,1,22.54,64
1399,1400,"Smith, Barnes and Herrera",Technology,Europe,5/31/2022,Free,7,0,6/2/2022,1,40.05,-16
1400,1401,Benjamin Group,Finance,North America,3/11/2023,Basic,14,1,3/14/2023,0,285.03,-8
1401,1402,"Williams, Turner and Jenkins",Healthcare,Latin America,3/3/2025,Free,6,0,4/4/2025,1,13.16,23
1402,1403,Watson Ltd,Retail,North America,4/13/2025,Basic,14,2,5/14/2025,0,283.58,20
1403,1404,"Myers, Mendoza and Jones",Retail,Latin America,11/23/2025,Pro,28,2,12/25/2025,0,1007.79,78
1404,1405,"Harmon, Lewis and Martin",Logistics,Asia-Pacific,9/17/2024,Pro,32,2,11/8/2024,0,907.24,33
1405,1406,"Carr, Love and Armstrong",Logistics,Europe,6/3/2022,Enterprise,56,9,7/5/2022,0,5404.33,66
1406,1407,Adams-Harris,Manufacturing,Europe,3/17/2026,Pro,33,1,3/21/2026,0,1048.89,52
1407,1408,Perry-Lopez,Finance,North America,11/4/2023,Free,5,1,1/13/2024,1,43.07,-40
1408,1409,Smith-Ramirez,Technology,North America,6/19/2023,Basic,11,1,8/29/2023,0,305.74,-3
1409,1410,"Hopkins, Williams and Carey",Technology,Latin America,2/13/2025,Pro,25,2,4/30/2025,0,891.07,13
1410,1411,Flores LLC,Logistics,North America,5/16/2025,Free,2,0,5/22/2025,1,6.3,16
1411,1412,"Owen, Cooper and Mendoza",Finance,North America,11/15/2025,Enterprise,39,0,1/15/2026,0,5258.45,52
1412,1413,Brown and Sons,Healthcare,North America,12/27/2023,Pro,34,1,2/21/2024,0,999.95,49
1413,1414,Davis-Chang,Retail,Europe,5/24/2023,Pro,31,2,6/27/2023,0,993.11,19
1414,1415,Bennett PLC,Healthcare,North America,1/25/2023,Basic,9,0,1/28/2023,0,258.66,28
1415,1416,"Wilson, Peters and Gonzalez",Technology,North America,3/31/2026,Free,3,0,4/11/2026,1,6.76,18
1416,1417,Dixon Group,Technology,Latin America,4/21/2023,Free,10,2,5/1/2023,0,98.26,-47
1417,1418,"Maddox, Garza and Baldwin",Technology,Asia-Pacific,5/21/2023,Basic,18,1,6/14/2023,0,330.04,7
1418,1419,Reid and Sons,Finance,Asia-Pacific,6/17/2024,Free,4,0,6/20/2024,1,15.52,-49
1419,1420,Acosta-Richmond,Manufacturing,North America,8/24/2022,Free,1,0,9/26/2022,1,2.9,-19
1420,1421,Hudson Inc,Retail,Europe,11/11/2024,Free,7,0,11/22/2024,1,59,1
1421,1422,"Oliver, Neal and Solis",Retail,Asia-Pacific,8/13/2025,Enterprise,57,2,10/9/2025,0,5561.37,78
1422,1423,"Kaufman, Valdez and Page",Logistics,North America,2/23/2023,Pro,44,3,3/8/2023,0,1109.14,51
1423,1424,Wheeler-Gardner,Finance,North America,4/5/2025,Pro,33,1,6/5/2025,0,899.53,58
1424,1425,Stanley-Mccall,Retail,Latin America,9/4/2024,Free,4,0,10/1/2024,1,30.63,24
1425,1426,"Arroyo, Thomas and Valdez",Manufacturing,Europe,6/2/2024,Free,7,0,7/11/2024,1,64.62,-54
1426,1427,"Page, Pacheco and Johnson",Healthcare,North America,1/28/2023,Pro,28,3,4/16/2023,0,953.19,67
